key,count,pdf_count,example,first_pdf,first_location,pdfs
abs_2_nr_1_sowie_die_planfestgestellte_flurberei,1,1,Abs. 2 Nr. 1 sowie die planfestgestellte Flurberei-,NSG-7300-168,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-168
abs_2_nrn_33_und_34,1,1,"Abs. 2 Nrn. 33 und 34,",NSG-7100-272,§ 6,NSG-7100-272
abs_2_nrn_8_bis_10,1,1,"4 Abs. 2 Nrn. 8 bis 10,",NSG-7100-271,§ 6,NSG-7100-271
abs_2_nrn_8_und_9,2,2,"4 Abs. 2 Nrn. 8 und 9,",NSG-7100-273,§ 6,"NSG-7100-273,NSG-7100-274"
abs_4_ist_es_verboten,1,1,Abs. 4) ist es verboten:,NSG-7100-122,§ 4,NSG-7100-122
absatz_2_nr_5_geregelten_faelle,1,1,"Absatz 2 Nr. 5 geregelten Fälle,",NSG-7100-186,§ 4,NSG-7100-186
abschneidet_abpflueckt_aus_oder_abreisst_ausgraebt_entfernt_abbrennt,1,1,"abschneidet, abpflückt, aus- oder abreißt, ausgräbt, entfernt, abbrennt",NSG-7100-270,§ 7,NSG-7100-270
abschneidet_oder_abreisst,3,3,"abschneidet oder abreißt,",NSG-7100-047,§ 7,"NSG-7100-047,NSG-7100-061,NSG-7100-063"
abschnitt_der_parallel_neben_der_panzerstrasse_liegt_ausserhalb,1,1,"Abschnitt, der parallel neben der Panzerstraße liegt, außerhalb",NSG-7300-191,"§ 4 ist nicht anzuwenden auf Maßnahmen oder Handlungen, die er-",NSG-7300-191
abschnitt_mit_wasserfahrzeugen_aller_art_befaehrt,1,1,Abschnitt mit Wasserfahrzeugen aller Art befährt.,NSG-7100-093,§ 8,NSG-7100-093
abschnitt_mit_wasserfahrzeugen_aller_art_zu_befahren,1,1,Abschnitt mit Wasserfahrzeugen aller Art zu befahren.,NSG-7100-093,§ 4,NSG-7100-093
abschnitten,1,1,abschnitten,NSG-7100-285,§ 3,NSG-7100-285
abschnittsweise_naturnahen_fliessgewaesser_oekosystemen,1,1,"- abschnittsweise naturnahen Fließgewässer-Ökosystemen,",NSG-7100-261,§ 3,NSG-7100-261
abseits_ausgewiesener_wege_reitet,1,1,abseits ausgewiesener Wege reitet;,NSG-7300-191,"§ 4 Nr. 12 lagert, badet, zeltet, Schlittschuh läuft, Campingfahr-",NSG-7300-191
absenkung_des_grund_wasserspiegels_fuehren_sowie_das_oberflaechen_oder,1,1,Absenkung des Grund-wasserspiegels führen sowie das Oberflächen- oder,NSG-7100-309,§ 7,NSG-7100-309
absenkung_des_grundwasserspiegels_fuehren,3,2,"Absenkung des Grundwasserspiegels führen,",NSG-7100-105,§ 4,"NSG-7100-105,NSG-7100-161"
absolutes_gruendland_in_eine_andere_bodennutzung_umzuwan,1,1,15.  absolutes Gründland in eine andere Bodennutzung umzuwan-,NSG-7300-094,§ 4,NSG-7300-094
absolutes_gruenland_in_eine_andere_bodennutzung_umzuwan,1,1,15.  absolutes Grünland in eine andere Bodennutzung umzuwan-,NSG-7300-226,§ 4,NSG-7300-226
absolutes_gruenland_in_eine_andere_bodennutzung_umzuwandeln,6,6,15.  absolutes Grünland in eine andere Bodennutzung umzuwandeln.,NSG-7300-089,§ 4,"NSG-7300-089,NSG-7300-090,NSG-7300-091,NSG-7300-092,NSG-7300-093,NSG-7300-096"
absperreinrichtungen_nach_einvernehmlicher_absprache_mit,1,1,Absperreinrichtungen nach einvernehmlicher Absprache mit,NSG-7300-184,§ 5,NSG-7300-184
absprache_mit_der_landespflegebehoerde,6,6,Absprache mit der Landespflegebehörde;,NSG-7300-019,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die","NSG-7300-019,NSG-7300-160,NSG-7300-180,NSG-7300-197,NSG-7300-208,NSG-7300-217"
absprache_mit_der_naturschutzbehoerde_ausserdem_zu_der_dem,1,1,Absprache mit der Naturschutzbehörde; außerdem zu der dem,NSG-7300-219,§ 5 Ausnahmen von den Verboten,NSG-7300-219
absprache_mit_der_oberen_landespflegebhoerde,1,1,"Absprache mit der oberen Landespflegebhörde,",NSG-7100-299,"§  4  Abs.  1  Nr.  13  und  mit  Ausnahme  der  Rodung  von  Wald,  der",NSG-7100-299
abstand_zu_dem_in_westlicher_richtung_liegenden_weg,1,1,"Abstand zu dem in westlicher Richtung liegenden Weg,",NSG-7300-044,§ 5,NSG-7300-044
abstand_zum_westlichen_weg_plan_nr_3040,2,1,"Abstand zum westlichen Weg (Plan-Nr. 3040),",NSG-7300-044,§ 5,NSG-7300-044
abstand_zur_suedlichen_grenze_dieses_flurstuecks_grenze,1,1,Abstand zur südlichen Grenze dieses Flurstücks (Grenze,NSG-7300-044,§ 5,NSG-7300-044
abstell_ausstellungs_camping_zelt_sport_bade_oder_spielplaetze,1,1,"Abstell-, Ausstellungs-, Camping-, Zelt-, Sport-, Bade- oder Spielplätze,",NSG-7100-111,§ 7,NSG-7100-111
abstell_ausstellungs_sport_spiel_oder_campingplaetze_anzulegen,1,1,"3.  Abstell-, Ausstellungs-, Sport-, Spiel oder Campingplätze anzulegen",NSG-7100-121,§ 3,NSG-7100-121
abstell_ausstellungs_sport_spiel_zelt_bade_oder,1,1,"Abstell-, Ausstellungs-, Sport-, Spiel-, Zelt-, Bade- oder",NSG-7100-153,§ 4,NSG-7100-153
abstell_park_ausstellungs_sport_spiel_zelt_oder,1,1,"4.  Abstell-, Park-, Ausstellungs-, Sport-, Spiel-, Zelt- oder",NSG-7100-106,§ 4,NSG-7100-106
abstell_park_ausstellungs_sport_spiel_zelt_oder_camping,5,5,"4.  Abstell-, Park-, Ausstellungs-, Sport-, Spiel-, Zelt- oder Camping-",NSG-7100-112,§ 4,"NSG-7100-112,NSG-7100-128,NSG-7100-143,NSG-7100-150,NSG-7100-242"
abstell_park_ausstellungs_sport_spiel_zelt_oder_campingplaetze,12,12,"4.  Abstell-, Park-, Ausstellungs-, Sport-, Spiel-, Zelt- oder Campingplätze",NSG-7100-104,§ 4,"NSG-7100-104,NSG-7100-113,NSG-7100-115,NSG-7100-130,NSG-7100-131,NSG-7100-133,NSG-7100-134,NSG-7100-137,NSG-7100-138,NSG-7100-142,NSG-7100-151,NSG-7100-159"
abstellplaetzen_fuer_landwirtschaftliche_fahrzeuge_und_geraete_so,1,1,"Abstellplätzen für landwirtschaftliche Fahrzeuge und Geräte, so-",NSG-7300-201,§ 5,NSG-7300-201
abstellt_oder_das_schutzgebiet_sonst_verunreinigt,6,6,"abstellt oder das Schutzgebiet sonst verunreinigt,",NSG-7100-157,§ 6,"NSG-7100-157,NSG-7100-199,NSG-7100-210,NSG-7100-267,NSG-7100-290,NSG-7300-088"
abstellt_oder_sonstige_verunreinigungen_vornimmt,5,5,abstellt oder sonstige Verunreinigungen vornimmt;,NSG-7300-080,§ 6,"NSG-7300-080,NSG-7300-083,NSG-7300-099,NSG-7300-101,NSG-7300-104"
abstimmung_mit_der_landespflegebehoerde,1,1,Abstimmung mit der Landespflegebehörde;,NSG-7300-203,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die erforderlich sind",NSG-7300-203
abstimmung_mit_der_landespflegebehoerde_erfolgte,1,1,Abstimmung mit der Landespflegebehörde erfolgte;,NSG-7300-205,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-205
abstimmung_mit_der_unteren_landespflegebehoerde_erfolgt,1,1,Abstimmung mit der unteren Landespflegebehörde erfolgt,NSG-7300-114,§ 5,NSG-7300-114
abstimmung_mit_der_unteren_landespflegebehoerde_erfolgt_ist,19,19,Abstimmung mit der unteren Landespflegebehörde erfolgt ist;,NSG-7300-110,§ 5,"NSG-7300-110,NSG-7300-116,NSG-7300-117,NSG-7300-120,NSG-7300-121,NSG-7300-147,NSG-7300-150,NSG-7300-151,NSG-7300-154,NSG-7300-156,NSG-7300-157,NSG-7300-165,NSG-7300-167,NSG-7300-168,NSG-7300-169,NSG-7300-170,NSG-7300-172,NSG-7300-175,NSG-7300-179"
abstimmung_mit_der_unteren_landespfleqebehoerde_erfolgt_ist,1,1,Abstimmung mit der unteren Landespfleqebehörde erfolgt ist;,NSG-7300-118,§ 5,NSG-7300-118
abstimmungstermin_gewaehrleistet_wird,1,1,"Abstimmungstermin gewährleistet wird,",NSG-7100-269,§ 4,NSG-7100-269
abt_karte_befinden_sich_bei,1,1,abt.Karte befinden sich bei,NSG-7300-006,§ 2,NSG-7300-006
abteilung_93_g,1,1,Abteilung 93 g.,NSG-7100-019,§ 2,NSG-7100-019
abteilungen_10b_und_11a,1,1,Abteilungen 10b und 11a.,NSG-7100-019,§ 4,NSG-7100-019
abteilungsdirektor,9,9,Abteilungsdirektor,NSG-7300-203,§ 7 Inkrafttreten,"NSG-7300-203,NSG-7300-209,NSG-7300-210,NSG-7300-211,NSG-7300-212,NSG-7300-213,NSG-7300-214,NSG-7300-215,NSG-7300-216"
abteilungsgrenzen_zwischen_119a_und_199b_115a_und_115b,1,1,"abteilungsgrenzen zwischen 119a und 199b, 115a und 115b,",NSG-7300-074,§ 2,NSG-7300-074
abwaesser_in_die_moorflaechen_einzuleiten,1,1,7.  Abwässer in die Moorflächen einzuleiten;,NSG-7300-087,§ 4,NSG-7300-087
abwasserbeseitigung_dienen,1,1,"Abwasserbeseitigung dienen,",NSG-7100-251,§ 5,NSG-7100-251
abwasserbeseitigung_dienen_sofern_die_erforderlich_werdenden,2,2,"6.  Abwasserbeseitigung dienen, sofern die erforderlich werdenden",NSG-7100-108,§ 5,"NSG-7100-108,NSG-7100-297"
abwasserbeseitigung_verlegt,1,1,"Abwasserbeseitigung verlegt,",NSG-7100-209,§ 6,NSG-7100-209
abwasserbeseitigungsleitungen,1,1,Abwasserbeseitigungsleitungen;,NSG-7100-118,§ 5,NSG-7100-118
abwehr_drohender_schaeden_getroffen_werden_mussten,1,1,"Abwehr  drohender  Schäden  getroffen  werden  mussten,",NSG-7100-032,§ 4,NSG-7100-032
abwehrmassnahmen,7,7,Abwehrmaßnahmen,NSG-7100-015,§ 3,"NSG-7100-015,NSG-7100-018,NSG-7100-019,NSG-7100-020,NSG-7100-021,NSG-7100-022,NSG-7100-024"
abwehrmassnahmen_gegen_kulturschaedlinge_und_sonst,2,2,Abwehrmaßnahmen  gegen  Kulturschädlinge  und  sonst,NSG-7100-008,§ 3,"NSG-7100-008,NSG-7100-025"
abzubauen,3,3,abzubauen;,NSG-7100-025,§ 4,"NSG-7100-025,NSG-7100-032,NSG-7100-125"
abzubauen_sprengungen,6,6,"abzubauen,  Sprengungen",NSG-7100-007,§ 3,"NSG-7100-007,NSG-7100-018,NSG-7100-020,NSG-7100-022,NSG-7100-024,NSG-7100-045"
abzubauen_sprengungen_oder_bohrungen_vorzunehmen_o,15,15,"abzubauen, Sprengungen oder Bohrungen vorzunehmen o-",NSG-7300-108,§ 4,"NSG-7300-108,NSG-7300-113,NSG-7300-115,NSG-7300-119,NSG-7300-144,NSG-7300-145,NSG-7300-146,NSG-7300-148,NSG-7300-149,NSG-7300-152,NSG-7300-153,NSG-7300-155,NSG-7300-166,NSG-7300-173,NSG-7300-176"
abzubauen_sprengungen_oder_bohrungen_vorzunehmen_oder,25,25,"abzubauen, Sprengungen oder Bohrungen vorzunehmen oder",NSG-7300-109,§ 4,"NSG-7300-109,NSG-7300-110,NSG-7300-111,NSG-7300-112,NSG-7300-116,NSG-7300-117,NSG-7300-118,NSG-7300-120,NSG-7300-121,NSG-7300-147,NSG-7300-150,NSG-7300-151,NSG-7300-154,NSG-7300-156,NSG-7300-157,NSG-7300-165,NSG-7300-167,NSG-7300-168,NSG-7300-169,NSG-7300-170…"
abzubauen_sprengungen_oder_bohrungen_vorzunehmen_oder_die,5,4,"abzubauen, Sprengungen oder Bohrungen vorzunehmen oder die",NSG-7100-129,§ 4,"NSG-7100-129,NSG-7100-304,NSG-7100-309,NSG-7300-185"
abzubauen_sprengungen_oder_bohrungen_vorzunehmen_oder_die_bodengestalt,1,1,"abzubauen, Sprengungen oder Bohrungen vorzunehmen oder die Bodengestalt",NSG-7100-105,§ 4,NSG-7100-105
abzubauen_sprengurigen_oder_bohrungen_vorzunehmen_oder,1,1,abzubauen; Sprengurigen oder Bohrungen vorzunehmen oder,NSG-7300-179,§ 4,NSG-7300-179
abzubrennen,1,1,abzubrennen;,NSG-7300-185,§ 4,NSG-7300-185
abzubrennen_oder_sonst_wie_zu_beschaedigen,4,4,abzubrennen oder sonst wie zu beschädigen;,NSG-7300-046,§ 4,"NSG-7300-046,NSG-7300-051,NSG-7300-053,NSG-7300-056"
abzubrennen_oder_sonst_zu_beschaedigen,3,3,"abzubrennen oder sonst zu beschädigen,",NSG-7100-270,§ 4,"NSG-7100-270,NSG-7300-188,NSG-7300-191"
abzubrennen_oder_zu_beschaedigen,4,4,abzubrennen oder zu beschädigen;,NSG-7100-033,§ 4,"NSG-7100-033,NSG-7100-105,NSG-7300-069,NSG-7300-082"
abzubrennen_oder_zu_schaedigen,13,13,abzubrennen oder zu schädigen;,NSG-7300-019,§ 4,"NSG-7300-019,NSG-7300-111,NSG-7300-141,NSG-7300-179,NSG-7300-184,NSG-7300-185,NSG-7300-192,NSG-7300-195,NSG-7300-198,NSG-7300-201,NSG-7300-203,NSG-7300-205,NSG-7300-222"
abzufluecken_abzuschneiden_oder_abzureissen,1,1,"abzuflücken, abzuschneiden oder abzureißen;",NSG-7100-008,§ 3,NSG-7100-008
abzulagern_einzubringen_oder_sonstige_verunreinigun_gen_vorzunehmen,1,1,"abzulagern, einzubringen oder sonstige Verunreinigun-gen vorzunehmen;",NSG-7300-019,§ 4,NSG-7300-019
abzulagern_einzubringen_oder_sonstige_verunreinigungen,26,26,"abzulagern, einzubringen oder sonstige Verunreinigungen",NSG-7300-109,§ 4,"NSG-7300-109,NSG-7300-110,NSG-7300-111,NSG-7300-116,NSG-7300-117,NSG-7300-118,NSG-7300-120,NSG-7300-121,NSG-7300-147,NSG-7300-150,NSG-7300-151,NSG-7300-154,NSG-7300-156,NSG-7300-157,NSG-7300-158,NSG-7300-165,NSG-7300-167,NSG-7300-168,NSG-7300-169,NSG-7300-170…"
abzulagern_einzubringen_oder_sonstige_verunreinigungen_vor,7,7,"abzulagern, einzubringen oder sonstige Verunreinigungen vor-",NSG-7300-164,§ 4,"NSG-7300-164,NSG-7300-182,NSG-7300-190,NSG-7300-193,NSG-7300-194,NSG-7300-197,NSG-7300-200"
abzulagern_einzubringen_oder_sonstige_verunreinigungen_vorz_u,1,1,"abzulagern, einzubringen oder sonstige Verunreinigungen vorz u-",NSG-7300-186,§ 4,NSG-7300-186
abzulagern_einzubringen_oder_sonstige_verunreinigungen_vorzu,10,10,"abzulagern, einzubringen oder sonstige Verunreinigungen vorzu-",NSG-7300-159,§ 4,"NSG-7300-159,NSG-7300-160,NSG-7300-161,NSG-7300-162,NSG-7300-163,NSG-7300-178,NSG-7300-180,NSG-7300-181,NSG-7300-187,NSG-7300-199"
abzulagern_einzubringen_oder_sonstige_verunreinigungen_vorzunehmen,1,1,"abzulagern, einzubringen oder sonstige Verunreinigungen vorzunehmen;",NSG-7300-224,§ 4 Schutzbestimmungen,NSG-7300-224
abzulagern_einzubringen_oder_verunreinigungen_vorzunehmen,4,4,"abzulagern, einzubringen oder Verunreinigungen vorzunehmen;",NSG-7300-218,§ 4,"NSG-7300-218,NSG-7300-219,NSG-7300-220,NSG-7300-223"
abzuleiten_bzw_zutagezufoerdern_oder_zu_entnehmen,2,2,"abzuleiten bzw. zutagezufördern oder zu entnehmen,",NSG-7100-114,§ 4,"NSG-7100-114,NSG-7100-116"
abzuleiten_zu_tage_zu_foerdern_oder_zu_entnehmen,4,4,"abzuleiten, zu Tage zu fördern oder zu entnehmen,",NSG-7100-105,§ 4,"NSG-7100-105,NSG-7100-115,NSG-7100-160,NSG-7100-227"
abzuleiten_zutage_zu_foerdern_oder_zu_entnehmen,20,20,"abzuleiten, zutage zu fördern oder zu entnehmen;",NSG-7100-104,§ 4,"NSG-7100-104,NSG-7100-138,NSG-7100-189,NSG-7100-190,NSG-7100-198,NSG-7100-213,NSG-7100-229,NSG-7100-231,NSG-7100-243,NSG-7100-246,NSG-7100-249,NSG-7100-252,NSG-7100-253,NSG-7100-262,NSG-7100-270,NSG-7100-271,NSG-7100-273,NSG-7100-274,NSG-7100-277,NSG-7100-279"
abzuleiten_zutage_zufoerdern_oder_zu_entnehmen,1,1,"abzuleiten, Zutage zufördern oder zu entnehmen,",NSG-7100-175,§ 4,NSG-7100-175
abzupfluecken_abzuschneiden_oder_abzurei_ssen,1,1,"abzupflücken, abzuschneiden oder abzurei-ßen;",NSG-7300-011,§ 3,NSG-7300-011
abzupfluecken_abzuschneiden_oder_abzureissen,20,20,"abzupflücken, abzuschneiden oder abzureißen,",NSG-7100-011,§ 3,"NSG-7100-011,NSG-7100-012,NSG-7100-013,NSG-7100-015,NSG-7100-016,NSG-7100-018,NSG-7100-019,NSG-7100-020,NSG-7100-021,NSG-7100-022,NSG-7100-025,NSG-7100-027,NSG-7100-028,NSG-7100-032,NSG-7100-034,NSG-7100-035,NSG-7100-040,NSG-7100-046,NSG-7100-306,NSG-7300-007"
abzupfluecken_abzuschneiden_oder_abzureisseri,1,1,"abzupflücken, abzuschneiden oder abzureißeri;",NSG-7100-060,§ 3,NSG-7100-060
abzupfluecken_abzuschneiden_oder_abzuweissen,1,1,"abzupflücken, abzuschneiden oder abzuweißen,",NSG-7100-029,§ 3,NSG-7100-029
abzupfluecken_abzuschneiden_oder_auszureissen,2,2,"abzupflücken, abzuschneiden oder auszureißen,",NSG-7100-031,§ 3,"NSG-7100-031,NSG-7100-045"
abzupfluecken_abzuschneidern_oder_abzureissen,1,1,"abzupflücken, abzuschneidern oder abzureißen.",NSG-7300-003,§ 3,NSG-7300-003
abzupfluecken_aus_oder_abzureissen_auszugraben_zu_entfernen,1,1,"abzupflücken, aus- oder abzureißen, auszugraben, zu entfernen,",NSG-7100-270,§ 4,NSG-7100-270
abzupfluecken_aus_oder_abzureissen_auszugraben_zu_entfernen_oder,5,5,"abzupflücken,  aus-  oder  abzureißen,  auszugraben,  zu  entfernen  oder",NSG-7100-280,§ 4,"NSG-7100-280,NSG-7100-285,NSG-7100-286,NSG-7100-288,NSG-7100-291"
abzureissen,4,4,abzureißen;,NSG-7100-026,§ 3,"NSG-7100-026,NSG-7100-036,NSG-7100-041,NSG-7100-047"
abzuschneiden_abzupfluecken_aus_oder_abzureissen_auszugraben_zu,5,5,"abzuschneiden, abzupflücken, aus- oder abzureißen, auszugraben, zu",NSG-7100-272,§ 4,"NSG-7100-272,NSG-7100-278,NSG-7100-279,NSG-7100-287,NSG-7100-289"
abzuschneidern_oder_abzureissen_die_forstwirtschaftliche_nutzung_in_der,1,1,abzuschneidern oder abzureißen; die forstwirtschaftliche Nutzung in der,NSG-7100-007,§ 3,NSG-7100-007
abzusenken,1,1,abzusenken;,NSG-7300-039,§ 4,NSG-7300-039
abzustellen_oder_das_schutzgebiet_sonst_zu_verunreinigen,2,2,abzustellen oder das Schutzgebiet sonst zu verunreinigen;,NSG-7300-106,§ 4,"NSG-7300-106,NSG-7300-107"
abzweigend_entlang_einer_gedachten_in_einem_abstand_von,1,1,"abzweigend entlang einer gedachten, in einem Abstand von",NSG-7300-112,§ 2,NSG-7300-112
abzweigung_des_weges_zum_sportplatz,1,1,Abzweigung des Weges zum Sportplatz.,NSG-7300-179,§ 1,NSG-7300-179
achten,1,1,achten.,NSG-7100-306,"§ 3 findet keine Anwendung auf Maßnahmen, die in ihren Einzelheiten in",NSG-7100-306
ackerbau_gruenlandbewirtschaftung_einschliesslich_der_errich,1,1,"Ackerbau, Grünlandbewirtschaftung (einschließlich der Errich-",NSG-7300-094,§ 5,NSG-7300-094
ackerbau_wiesen_und_weidewirtschaft_sonderkulturen_und,6,6,"Ackerbau, Wiesen- und Weidewirtschaft, Sonderkulturen und",NSG-7100-051,"§ 3 ist nicht anzuwenden auf Maßnahmen, die erforderlich sind:","NSG-7100-051,NSG-7100-052,NSG-7100-054,NSG-7100-055,NSG-7100-064,NSG-7100-071"
ackerbau_wiesen_und_weidewirtschaft_und_waldwirtschaft,3,3,"Ackerbau, Wiesen- und Weidewirtschaft und Waldwirtschaft;",NSG-7100-087,§ 5,"NSG-7100-087,NSG-7100-093,NSG-7100-230"
ackerbau_wiesen_und_weisewirtschaft_sonderkulturen_und,1,1,"Ackerbau,  Wiesen-  und  Weisewirtschaft,  Sonderkulturen  und",NSG-7100-074,§ 5,NSG-7100-074
ackerbau_wiesen_weide_und_waldwirtschaft,1,1,"Ackerbau, Wiesen-, Weide- und Waldwirtschaft;",NSG-7100-090,"§ 4 ist nicht anzuwenden auf Maßnahmen und Handlungen, die erforderlich",NSG-7100-090
ackerflaechen_als_standorte_typischer_und_seltener_wildwachsender,1,1,Ackerflächen als Standorte typischer und seltener wildwachsender,NSG-7300-123,§ 3,NSG-7300-123
ackerland_umzuwandeln,1,1,Ackerland umzuwandeln.,NSG-7100-238,§ 4,NSG-7100-238
adenauer_strasse_als_zufahrt_zur_firma_boehringer_und_zur,1,1,Adenauer-Straße als Zufahrt zur Firma Boehringer und zur,NSG-7300-214,§ 4 ist ferner nicht anzuwenden auf,NSG-7300-214
aehnliche_anlagen_zu_errichten_oder_diesbezuegliche_veranstaltungen,1,1,ähnliche Anlagen zu errichten oder diesbezügliche Veranstaltungen,NSG-7300-189,§ 4,NSG-7300-189
aehnliche_einrichtungen_anzulegen_oder_zu_erweitern,1,1,ähnliche Einrichtungen anzulegen oder zu erweitern;,NSG-7100-254,§ 4,NSG-7100-254
aehnliche_extensive_bewirtschaftung,1,1,ähnliche extensive Bewirtschaftung;,NSG-7300-224,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",NSG-7300-224
aehnliche_handlungen_stoert,7,7,"ähnliche Handlungen stört,",NSG-7100-103,§ 7,"NSG-7100-103,NSG-7100-270,NSG-7100-282,NSG-7100-283,NSG-7100-284,NSG-7300-051,NSG-7300-053"
aehnliche_zwecke_anzulegen_oder_in_nutzung_zu_nehmen,5,5,ähnliche Zwecke anzulegen oder in Nutzung zu nehmen;,NSG-7300-209,§ 4,"NSG-7300-209,NSG-7300-210,NSG-7300-211,NSG-7300-212,NSG-7300-213"
aehnlichen_geraeten_anmacht_oder_unterhaelt,3,3,ähnlichen Geräten) anmacht oder unterhält;,NSG-7300-032,§ 6,"NSG-7300-032,NSG-7300-034,NSG-7300-039"
aehnlichen_geraeten_startet_landet_oder_die_schutzwuerdigen_bereiche,4,4,"ähnlichen Geräten startet, landet oder die schutzwürdigen Bereiche",NSG-7100-162,§ 7,"NSG-7100-162,NSG-7100-258,NSG-7100-297,NSG-7100-298"
aendern,7,7,ändern;,NSG-7100-111,§ 4,"NSG-7100-111,NSG-7100-158,NSG-7100-290,NSG-7100-292,NSG-7300-018,NSG-7300-033,NSG-7300-044"
aendern_oder_zu_beeintraechtigen,3,3,ändern oder zu beeinträchtigen;,NSG-7300-193,§ 4,"NSG-7300-193,NSG-7300-194,NSG-7300-197"
aendern_oder_zu_beschaedigen,2,2,ändern oder zu beschädigen;,NSG-7100-017,§ 3,"NSG-7100-017,NSG-7300-002"
aendert,6,6,ändert;,NSG-7100-054,§ 5,"NSG-7100-054,NSG-7100-118,NSG-7100-132,NSG-7300-033,NSG-7300-040,NSG-7300-164"
aendert_am_25_7_2005_gvbl_s_308_wird_verordnet,1,1,"ändert am 25.7.2005 (GVBl. S. 308), wird verordnet:",NSG-7100-301,liste,NSG-7100-301
aendert_auch_wenn_sie_keiner_baugenehmigung_beduerfen,39,39,"ändert, auch wenn sie keiner Baugenehmigung bedürfen;",NSG-7300-083,§ 6,"NSG-7300-083,NSG-7300-108,NSG-7300-109,NSG-7300-110,NSG-7300-111,NSG-7300-113,NSG-7300-114,NSG-7300-115,NSG-7300-116,NSG-7300-117,NSG-7300-118,NSG-7300-119,NSG-7300-121,NSG-7300-144,NSG-7300-145,NSG-7300-146,NSG-7300-147,NSG-7300-148,NSG-7300-149,NSG-7300-150…"
aenderung,30,26,Änderung,NSG-7100-025,§ 7 ...................................................................................................... 12,"NSG-7100-025,NSG-7100-047,NSG-7100-057,NSG-7100-061,NSG-7100-063,NSG-7100-075,NSG-7100-078,NSG-7100-089,NSG-7100-090,NSG-7100-096,NSG-7100-109,NSG-7100-139,NSG-7100-144,NSG-7100-181,NSG-7100-204,NSG-7100-205,NSG-7100-212,NSG-7100-235,NSG-7100-244,NSG-7100-247…"
aenderung_der_verordnung_zur_einstweiligen_sicherstellung_des,1,1,Änderung der Verordnung zur einstweiligen Sicherstellung des,NSG-7100-081,§ 7,NSG-7100-081
aenderung_der_wegefuehrung_durchfuehrt,1,1,Änderung der Wegeführung durchführt.,NSG-7100-299,§ 7,NSG-7100-299
aenderung_des_landespflegegesetzes_vom_27_03_1987_gvbl_s_70,2,2,"Änderung des Landespflegegesetzes vom 27.03.1987 (GVBl. S. 70),",NSG-7300-118,liste,"NSG-7300-118,NSG-7300-121"
aenderung_und_sanierung,1,1,Änderung und Sanierung,NSG-7300-210,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",NSG-7300-210
aenderung_und_sanierung_von_leitungen_in_einvernehmlicher,1,1,Änderung  und  Sanierung  von  Leitungen  in  einvernehmlicher,NSG-7300-208,"§ 4  ist  nicht  anzuwenden  auf  Handlungen  oder  Maßnahmen,  die",NSG-7300-208
aenderungen_der_bestehenden_landwirtschaftlichen_nutzungsart,1,1,Änderungen der bestehenden landwirtschaftlichen Nutzungsart,NSG-7300-193,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",NSG-7300-193
aenderungen_der_eigentums_besitz_und_nutzungsverhaeltnisse_sind_der,2,2,"2.  Änderungen der Eigentums-, Besitz- und Nutzungsverhältnisse sind der",NSG-7100-050,§ 4,"NSG-7100-050,NSG-7100-060"
aenderungen_der_nutzungsart_die_den_schutzzweck_nicht_be,1,1,"Änderungen der Nutzungsart, die den Schutzzweck nicht be-",NSG-7300-180,§ 6,NSG-7300-180
aenderungsverordnung,1,1,Änderungsverordnung.,NSG-7100-155,§ 7,NSG-7100-155
aenderungsverordnung_ueber_das_naturschutzgebiet,2,2,Änderungsverordnung über das Naturschutzgebiet,NSG-7100-155,§ 7,"NSG-7100-155,NSG-7100-247"
aenderungsverordnung_ueber_das_naturschutzgebiet_auf_der_schottel_rhein_lahn,1,1,Änderungsverordnung über das Naturschutzgebiet „Auf der Schottel“ Rhein-Lahn-,NSG-7100-247,§ 7 ........................................................................................................ 4,NSG-7100-247
aenderungsverordnung_ueber_das_naturschutzgebiet_nettetal_rvo_7100,1,1,Änderungsverordnung  über  das  Naturschutzgebiet  “Nettetal”  (RVO-7100-,NSG-7100-155,§ 7 ...................................................................................................... 12,NSG-7100-155
aenderungsverordnung_vom_06_maerz_1980_staatsanzeiger_nr,1,1,Änderungsverordnung vom 06. März 1980 (Staatsanzeiger Nr.,NSG-7100-084,§ 6,NSG-7100-084
